,Andover High,Bancroft,Doherty,High Plain & Wood Hill,Sanborn,Shawsheen,South,West Elementary, West Middle,AHS Main (MSWB),AHU1-4 (PBA),LV Plug Loads (DHB),Dunn Gym & Field House (DG),Kitchen & Emergency (DE/ATS),HV Lighting (DL),Chillers (M1),Collins Center (AMDP)
12/31/2015 0:00,7614558,823828,,,,,,,,7614558,,68298,154408,140984,193793,19959,103821
12/31/2015 0:15,7614596,,,,,,,,,7614596,,68300,154422,140996,193799,19959,103826
1/1/2016 0:00,7618091,824575,,,,,,,,7618091,,68709,155474,141986,194415,19959,104301
1/1/2016 0:15,7618127,824581,,,,,,,,7618127,,68714,155486,141994,194421,19959,104306
1/2/2016 0:00,7621483,825244,,,,,,,,7621483,,69103,156451,142919,194979,19959,104869
1/2/2016 0:15,7621522,825250,,,,,,,,7621522,,69105,156464,142931,194985,19959,104876
1/3/2016 0:00,7624987,825890,,,,,,,,7624987,,69410,157532,144026,195540,19960,105370
1/3/2016 0:15,7625026,825897,,,,,,,,7625026,,69412,157545,144038,195546,19960,105377
1/4/2016 0:00,7628761,826545,,,,,,,,7628761,,69605,158631,145062,196106,19960,106300
1/4/2016 0:15,7628799,826553,,,,,,,,7628799,,69607,158644,145075,196111,19960,106306
1/5/2016 0:00,7635835,828751,,,,,,,,7635835,,70181,160485,146724,197760,19960,107570
1/5/2016 0:15,7635885,828760,,,,,,,,7635885,,70184,160497,146736,197767,19960,107587
1/6/2016 0:00,7642872,830970,,,,,,,,7642872,,70745,162254,148396,199372,19960,109028
1/6/2016 0:15,7642923,830978,,,,,,,,7642923,,70747,162266,148409,199379,19960,109045
1/7/2016 0:00,7649891,833132,,,,,,,,7649891,,71331,164069,149958,200993,19960,110459
1/7/2016 0:15,7649933,833140,,,,,,,,7649933,,71333,164084,149970,201000,19960,110466
1/8/2016 0:00,7656632,835223,,,,,,,,7656632,,71968,165836,151513,202624,19961,111591
1/8/2016 0:15,7656671,835230,,,,,,,,7656671,,71970,165850,151525,202631,19961,111596
1/9/2016 0:00,7663231,837270,,,,,,,,7663231,,72512,167627,152897,204162,19961,112909
1/9/2016 0:15,7663268,837276,,,,,,,,7663268,,72514,167638,152903,204168,19961,112921
1/10/2016 0:00,7667670,837946,,,,,,,,7667670,,72703,168615,153616,204750,19961,114915
1/10/2016 0:15,7667705,837954,,,,,,,,7667705,,72705,168626,153623,204757,19961,114925
1/11/2016 0:00,7671162,838591,,,,,,,,7671162,,72902,169752,154269,205330,19962,115878
1/11/2016 0:15,7671193,838598,,,,,,,,7671193,,72904,169766,154277,205336,19962,115880
1/12/2016 0:00,7677309,840720,,,,,,,,7677309,,73469,171503,155781,206913,19962,116581
1/12/2016 0:15,7677352,840727,,,,,,,,7677352,,73471,171517,155793,206919,19962,116589
1/13/2016 0:00,7684132,842832,,,,,,,,7684132,,74062,173339,157363,208493,19962,117793
1/13/2016 0:15,7684172,842841,,,,,,,,7684172,,74064,173353,157374,208500,19962,117800
1/14/2016 0:00,7690683,844894,,,,,,,,7690683,,74649,174796,158953,210101,19962,119077
1/14/2016 0:15,7690717,844902,,,,,,,,7690717,,74651,174803,158965,210108,19962,119084
1/15/2016 0:00,7697030,847029,,,,,,,,7697030,,75239,176107,160578,211670,19963,120298
1/15/2016 0:15,7697074,847038,,,,,,,,7697074,,75241,176116,160590,211677,19963,120312
1/16/2016 0:00,7703450,849146,,,,,,,,7703450,,75780,177619,161977,213281,19963,121622
1/16/2016 0:15,7703481,849153,,,,,,,,7703481,,75783,177631,161983,213287,19963,121626
1/17/2016 0:00,7706618,849846,,,,,,,,7706618,,76012,178500,163061,213887,19963,122036
1/17/2016 0:15,7706657,849853,,,,,,,,7706657,,76015,178512,163073,213894,19963,122043
1/18/2016 0:00,7710128,850553,,,,,,,,7710128,,76248,179514,164212,214499,19963,122589
1/18/2016 0:15,7710166,850560,,,,,,,,7710166,,76251,179526,164224,214505,19963,122595
1/19/2016 0:00,7713922,851485,,,,,,,,7713922,,76488,180447,165433,215106,19963,123448
1/19/2016 0:15,7713971,851494,,,,,,,,7713971,,76491,180458,165446,215112,19963,123464
1/20/2016 0:00,7720891,854070,,,,,,,,7720891,,77056,182040,167114,216702,19963,125011
1/20/2016 0:15,7720934,854078,,,,,,,,7720934,,77058,182052,167127,216709,19963,125020
1/21/2016 0:00,7727647,856361,,,,,,,,7727647,,77620,183516,168725,218315,19963,126468
1/21/2016 0:15,7727680,856369,,,,,,,,7727680,,77622,183526,168737,218322,19963,126470
1/22/2016 0:00,7733863,858531,,,,,,,,7733863,,78183,184802,170352,219933,19964,127570
1/22/2016 0:15,7733895,858540,,,,,,,,7733895,,78185,184808,170365,219940,19964,127574
1/23/2016 0:00,7739908,860721,,,,,,,,7739908,,78720,186176,171965,221501,19964,128544
1/23/2016 0:15,7739941,860729,,,,,,,,7739941,,78723,186185,171977,221507,19964,128549
1/24/2016 0:00,7743732,861493,,,,,,,,7743732,,78955,187096,173220,222125,19964,129398
1/24/2016 0:15,7743772,861502,,,,,,,,7743772,,78957,187108,173232,222131,19964,129406
1/25/2016 0:00,7747498,862401,,,,,,,,7747498,,79173,188091,174413,222887,19964,130059
1/25/2016 0:15,7747534,862411,,,,,,,,7747534,,79175,188100,174425,222894,19964,130064
1/26/2016 0:00,7753522,864831,,,,,,,,7753522,,79704,189386,175999,224430,19964,131145
1/26/2016 0:15,7753552,864839,,,,,,,,7753552,,79706,189393,176011,224437,19964,131147
1/27/2016 0:00,7759218,866942,,,,,,,,7759218,,80271,190742,177332,225869,19965,132156
1/27/2016 0:15,7759242,866949,,,,,,,,7759242,,80273,190748,177338,225875,19965,132159
1/28/2016 0:00,7764315,868985,,,,,,,,7764315,,80764,191973,178619,227222,19966,132885
1/28/2016 0:15,7764344,868992,,,,,,,,7764344,,80766,191980,178631,227228,19966,132887
1/29/2016 0:00,7770178,870983,,,,,,,,7770178,,81327,193267,180092,228846,19966,133758
1/29/2016 0:15,7770207,,,,,,,,,7770207,,81330,193274,180104,228852,19966,133761
1/30/2016 0:00,7775675,872835,,,,,,,,7775675,,81842,194511,181515,230157,19966,134714
1/30/2016 0:15,7775703,872842,,,,,,,,7775703,,81844,194518,181524,230163,19966,134718
1/31/2016 0:00,7779133,873490,,,,,,,,7779133,,82044,195558,182831,230862,19967,134953
1/31/2016 0:15,7779161,873497,,,,,,,,7779161,,82046,195564,182839,230869,19967,134958
2/1/2016 0:00,7782775,874147,,,,,,,,7782775,,82247,196680,183932,231530,19968,135546
2/1/2016 0:15,7782804,874154,,,,,,,,7782804,,82249,196692,183939,231536,19968,135549
2/2/2016 0:00,7787983,876207,,,,,,,,7787983,,82804,197979,185015,233120,19979,136169
2/2/2016 0:15,7788008,876214,,,,,,,,7788008,,82806,197986,185021,233127,19979,136172
2/3/2016 0:00,7793958,878263,,,,,,,,7793958,,83354,199180,186387,234740,19979,137352
2/3/2016 0:15,7793987,878270,,,,,,,,7793987,,83356,199186,186399,234747,19979,137354
2/4/2016 0:00,7799794,880315,,,,,,,,7799794,,83970,200428,187730,236408,19980,138246
2/4/2016 0:15,7799820,880322,,,,,,,,7799820,,83973,200435,187737,236415,19980,138248
2/5/2016 0:00,7804925,882317,,,,,,,,7804925,,84574,201644,188760,238032,19981,138854
2/5/2016 0:15,7804949,882324,,,,,,,,7804949,,84576,201651,188767,238039,19981,138857
2/6/2016 0:00,7808797,883378,,,,,,,,7808797,,84932,202521,189979,238959,19981,139262
2/6/2016 0:15,7808837,883386,,,,,,,,7808837,,84935,202527,189991,238965,19981,139276
2/7/2016 0:00,7812605,884078,,,,,,,,7812605,,85179,203138,191121,239629,19981,140447
2/7/2016 0:15,7812640,884086,,,,,,,,7812640,,85181,203146,191132,239635,19981,140454
2/8/2016 0:00,7815791,884787,,,,,,,,7815791,,85393,203880,192108,240246,19982,141113
2/8/2016 0:15,7815817,884794,,,,,,,,7815817,,85395,203888,192115,240253,19982,141116
2/9/2016 0:00,7819335,885996,,,,,,,,7819335,,85644,204574,193229,240983,19982,141877
2/9/2016 0:15,7819375,886004,,,,,,,,7819375,,85647,204585,193242,240991,19982,141884
2/10/2016 0:00,7825702,888214,,,,,,,,7825702,,86200,205946,194791,242624,19982,143114
2/10/2016 0:15,7825734,888222,,,,,,,,7825734,,86202,205953,194803,242631,19982,143117
2/11/2016 0:00,7831704,890350,,,,,,,,7831704,,86762,207213,196320,244236,19982,144081
2/11/2016 0:15,7831733,890359,,,,,,,,7831733,,86764,207220,196331,244243,19982,144083
2/12/2016 0:00,7838357,892472,,,,,,,,7838357,,87419,208549,197928,245986,19982,145302
2/12/2016 0:15,7838391,892481,,,,,,,,7838391,,87421,208559,197940,245992,19982,145305
2/13/2016 0:00,7844963,894611,,,,,,,,7844963,,87920,209843,199555,247516,19982,146984
2/13/2016 0:15,7845008,894620,,,,,,,,7845008,,87922,209850,199569,247523,19982,147000
2/14/2016 0:00,7849744,895420,,,,,,,,7849744,,88116,210596,200917,248221,19982,148824
2/14/2016 0:15,7849792,895429,,,,,,,,7849792,,88118,210609,200931,248227,19982,148839
2/15/2016 0:00,7855012,896322,,,,,,,,7855012,,88321,211358,202472,248979,19982,150904
2/15/2016 0:15,7855061,896331,,,,,,,,7855061,,88323,211368,202486,248988,19982,150919
2/16/2016 0:00,7858924,897282,,,,,,,,7858924,,88530,212056,203680,249769,19982,151978
2/16/2016 0:15,7858955,897291,,,,,,,,7858955,,88532,212063,203691,249777,19982,151982
2/17/2016 0:00,7862453,898186,,,,,,,,7862453,,88824,212825,204548,250671,19983,152727
2/17/2016 0:15,7862485,898193,,,,,,,,7862485,,88826,212837,204555,250679,19983,152730
2/18/2016 0:00,7866179,899208,,,,,,,,7866179,,89116,213406,205762,251534,19983,153564
2/18/2016 0:15,7866211,899219,,,,,,,,7866211,,89118,213413,205774,251542,19983,153567
2/19/2016 0:00,7870341,900249,,,,,,,,7870341,,89441,214221,207087,252364,19983,154486
2/19/2016 0:15,7870377,900257,,,,,,,,7870377,,89443,214231,207101,252371,19983,154489
2/20/2016 0:00,7873596,901173,,,,,,,,7873596,,89716,214725,208250,253218,19984,154979
2/20/2016 0:15,7873633,901180,,,,,,,,7873633,,89718,214735,208263,253226,19984,154985
2/21/2016 0:00,7876032,901833,,,,,,,,7876032,,89914,215126,209007,253933,19984,155370
2/21/2016 0:15,7876059,901840,,,,,,,,7876059,,89916,215133,209013,253940,19984,155375
2/22/2016 0:00,7878709,902462,,,,,,,,7878709,,90133,215552,209641,254692,19985,156035
2/22/2016 0:15,7878735,902468,,,,,,,,7878735,,90135,215560,209648,254700,19985,156037
2/23/2016 0:00,7884425,904666,,,,,,,,7884425,,90684,216749,211097,256264,19986,156981
2/23/2016 0:15,7884457,904674,,,,,,,,7884457,,90687,216756,211110,256271,19986,156984
2/24/2016 0:00,7890322,906722,,,,,,,,7890322,,91236,217945,212496,257923,19986,158021
2/24/2016 0:15,7890347,906730,,,,,,,,7890347,,91238,217952,212503,257930,19986,158024
2/25/2016 0:00,7896024,908790,,,,,,,,7896024,,91793,219086,213775,259529,19987,159028
2/25/2016 0:15,7896048,908796,,,,,,,,7896048,,91796,219092,213781,259536,19987,159031
2/26/2016 0:00,7901320,910726,,,,,,,,7901320,,92329,220172,214702,261162,19998,160022
2/26/2016 0:15,7901345,910733,,,,,,,,7901345,,92331,220179,214709,261168,19998,160024
2/27/2016 0:00,7906974,912747,,,,,,,,7906974,,92873,221282,216116,262695,19998,160968
2/27/2016 0:15,7907003,912755,,,,,,,,7907003,,92875,221289,216126,262701,19998,160972
2/28/2016 0:00,7910797,913432,,,,,,,,7910797,,93107,221723,217311,263468,19998,162204
2/28/2016 0:15,7910833,913440,,,,,,,,7910833,,93109,221730,217324,263474,19998,162214
2/29/2016 0:00,7913074,914061,,,,,,,,7913074,,93330,222235,218039,264071,19999,162436
2/29/2016 0:15,7913098,914068,,,,,,,,7913098,,93332,222241,218045,264078,19999,162438
3/1/2016 0:00,7918289,916241,,,,,,,,7918289,,93948,223495,219170,265684,20005,162909
3/1/2016 0:15,7918317,916247,,,,,,,,7918317,,93950,223504,219177,265691,20005,162911
3/2/2016 0:00,7924059,918322,,,,,,,,7924059,,94503,225160,220494,267290,20006,163409
3/2/2016 0:15,7924094,918331,,,,,,,,7924094,,94505,225175,220502,267297,20006,163412
3/3/2016 0:00,7929710,920379,,,,,,,,7929710,,95067,226646,221850,268917,20007,163892
3/3/2016 0:15,7929740,920386,,,,,,,,7929740,,95069,226652,221863,268924,20007,163894
3/4/2016 0:00,7935865,922546,,,,,,,,7935865,,95687,227944,223445,270518,20007,164865
3/4/2016 0:15,7935899,922555,,,,,,,,7935899,,95689,227953,223458,270526,20007,164868
3/5/2016 0:00,7942506,924635,,,,,,,,7942506,,96234,229364,225009,272082,20007,166358
3/5/2016 0:15,7942546,924642,,,,,,,,7942546,,96237,229372,225021,272088,20007,166369
3/6/2016 0:00,7946784,925318,,,,,,,,7946784,,96489,229857,226192,272751,20007,168097
3/6/2016 0:15,7946824,925326,,,,,,,,7946824,,96491,229865,226205,272758,20007,168108
3/7/2016 0:00,7951186,925972,,,,,,,,7951186,,96734,230393,227450,273427,20007,169847
3/7/2016 0:15,7951231,925979,,,,,,,,7951231,,96736,230400,227465,273435,20007,169861
3/8/2016 0:00,7956781,928187,,,,,,,,7956781,,97311,231735,228946,275028,20008,170373
3/8/2016 0:15,7956815,928194,,,,,,,,7956815,,97313,231745,228960,275035,20008,170376
3/9/2016 0:00,7962566,930147,,,,,,,,7962566,,97918,233061,230354,276675,20020,171051
3/9/2016 0:15,7962594,930153,,,,,,,,7962594,,97921,233068,230363,276683,20020,171054
3/10/2016 0:00,7968427,932238,,,,,,,,7968427,,98494,234419,231618,278381,20139,171790
3/10/2016 0:15,7968458,932245,,,,,,,,7968458,,98496,234428,231627,278388,20139,171793
3/11/2016 0:00,7974263,934528,,,,,,,,7974263,,99072,235813,232772,280158,20282,172484
3/11/2016 0:15,7974291,934536,,,,,,,,7974291,,99075,235820,232782,280164,20282,172487
3/12/2016 0:00,7979832,936244,,,,,,,,7979832,,99575,236988,233947,281439,20302,173746
3/12/2016 0:15,7979862,936250,,,,,,,,7979862,,99578,236997,233957,281445,20302,173750
3/13/2016 0:00,7983737,936870,,,,,,,,7983737,,99789,237335,235033,282070,20303,175416
3/13/2016 0:15,7983775,936876,,,,,,,,7983775,,99791,237341,235044,282076,20303,175428
3/14/2016 0:00,7987245,937431,,,,,,,,7987245,,99994,237749,235870,282745,20303,176820
3/14/2016 0:15,7987277,937436,,,,,,,,7987277,,99996,237756,235877,282751,20303,176830
3/15/2016 0:00,7992597,939531,,,,,,,,7992597,,100547,238970,237158,284313,20304,177377
3/15/2016 0:15,7992623,939538,,,,,,,,7992623,,100549,238977,237167,284320,20304,177379
3/16/2016 0:00,7998338,941574,,,,,,,,7998338,,101120,240218,238476,285950,20305,178175
3/16/2016 0:15,7998366,941581,,,,,,,,7998366,,101123,240225,238485,285957,20305,178177
3/17/2016 0:00,8003801,943540,,,,,,,,8003801,,101693,241458,239711,287600,20328,178741
3/17/2016 0:15,8003827,943547,,,,,,,,8003827,,101695,241465,239720,287607,20328,178743
3/18/2016 0:00,8009455,945544,,,,,,,,8009455,,102269,242708,240927,289200,20380,179533
3/18/2016 0:15,8009481,945551,,,,,,,,8009481,,102271,242714,240936,289206,20380,179536
3/19/2016 0:00,8014818,947578,,,,,,,,8014818,,102834,243841,242225,290764,20383,180163
3/19/2016 0:15,8014855,947586,,,,,,,,8014855,,102836,243848,242243,290770,20383,180167
3/20/2016 0:00,8019032,948301,,,,,,,,8019032,,103057,244377,243489,291630,20383,181545
3/20/2016 0:15,8019084,948308,,,,,,,,8019084,,103060,244385,243505,291641,20383,181562
3/21/2016 0:00,8021675,948987,,,,,,,,8021675,,103265,244824,244626,292237,20384,181823
3/21/2016 0:15,8021706,948994,,,,,,,,8021706,,103267,244831,244639,292244,20384,181826
3/22/2016 0:00,8024740,950091,,,,,,,,8024740,,103470,245327,245695,292861,20384,182408
3/22/2016 0:15,8024775,950099,,,,,,,,8024775,,103472,245335,245709,292868,20384,182411
3/23/2016 0:00,8030436,952166,,,,,,,,8030436,,104008,246745,247166,294444,20385,182937
3/23/2016 0:15,8030468,952173,,,,,,,,8030468,,104011,246756,247175,294450,20385,182940
3/24/2016 0:00,8036405,954222,,,,,,,,8036405,,104592,248157,248414,296138,20423,183815
3/24/2016 0:15,8036434,954229,,,,,,,,8036434,,104594,248166,248423,296145,20423,183818
3/25/2016 0:00,8041824,956228,,,,,,,,8041824,,105155,249382,249726,297706,20424,184423
3/25/2016 0:15,8041850,956235,,,,,,,,8041850,,105157,249389,249734,297712,20424,184426
3/26/2016 0:00,8044620,957165,,,,,,,,8044620,,105392,249952,250658,298364,20424,184830
3/26/2016 0:15,8044649,957171,,,,,,,,8044649,,105394,249960,250667,298371,20424,184834
3/27/2016 0:00,8047303,957803,,,,,,,,8047303,,105617,250491,251535,298919,20425,185345
3/27/2016 0:15,8047335,957811,,,,,,,,8047335,,105620,250498,251548,298925,20425,185350
3/28/2016 0:00,8050171,958454,,,,,,,,8050171,,105839,250856,252433,299526,20425,186154
3/28/2016 0:15,8050196,958461,,,,,,,,8050196,,105842,250863,252440,299533,20425,186157
3/29/2016 0:00,8055604,960722,,,,,,,,8055604,,106400,252140,253729,301161,20426,186688
3/29/2016 0:15,8055631,960730,,,,,,,,8055631,,106402,252147,253737,301168,20426,186691
3/30/2016 0:00,8061580,962839,,,,,,,,8061580,,106950,253429,255008,302773,20427,187806
3/30/2016 0:15,8061609,962846,,,,,,,,8061609,,106952,253438,255017,302779,20427,187809
3/31/2016 0:00,8067247,964847,,,,,,,,8067247,,107523,254668,256326,304368,20451,188605
3/31/2016 0:15,8067274,964853,,,,,,,,8067274,,107526,254676,256334,304375,20451,188607
4/1/2016 0:00,8072668,966998,,,,,,,,8072668,,108096,255881,257474,306003,20605,189157
4/1/2016 0:15,8072696,967005,,,,,,,,8072696,,108098,255887,257482,306010,20605,189161
4/2/2016 0:00,8078657,969355,,,,,,,,8078657,,108638,257222,258512,307592,20867,190212
4/2/2016 0:15,8078689,969363,,,,,,,,8078689,,108640,257230,258521,307599,20867,190219
4/3/2016 0:00,8082232,969988,,,,,,,,8082232,,108833,257628,259288,308202,20868,191830
4/3/2016 0:15,8082266,969995,,,,,,,,8082266,,108834,257635,259296,308208,20868,191840
4/4/2016 0:00,8086019,970639,,,,,,,,8086019,,109026,258128,260320,308841,20868,193296
4/4/2016 0:15,8086056,970646,,,,,,,,8086056,,109028,258136,260332,308847,20868,193305
4/5/2016 0:00,8091883,972787,,,,,,,,8091883,,109556,259349,261950,310407,20868,194145
4/5/2016 0:15,8091916,972795,,,,,,,,8091916,,109559,259356,261964,310414,20868,194147
4/6/2016 0:00,8097853,974927,,,,,,,,8097853,,110111,260590,263590,312007,20868,195006
4/6/2016 0:15,8097887,974934,,,,,,,,8097887,,110114,260597,263604,312014,20868,195010
4/7/2016 0:00,8103747,976941,,,,,,,,8103747,,110681,261899,265044,313583,20869,195905
4/7/2016 0:15,8103778,976948,,,,,,,,8103778,,110683,261909,265053,313590,20869,195909
4/8/2016 0:00,8109144,979025,,,,,,,,8109144,,111296,263210,266187,315180,20869,196537
4/8/2016 0:15,8109171,979032,,,,,,,,8109171,,111298,263219,266194,315186,20869,196539
4/9/2016 0:00,8114379,980988,,,,,,,,8114379,,111864,264472,267394,316678,20870,197148
4/9/2016 0:15,8114416,980997,,,,,,,,8114416,,111866,264479,267413,316684,20870,197152
4/10/2016 0:00,8116850,981639,,,,,,,,8116850,,112086,264855,268301,317262,20871,197545
4/10/2016 0:15,8116886,981646,,,,,,,,8116886,,112088,264862,268319,317268,20871,197550
4/11/2016 0:00,8119567,982285,,,,,,,,8119567,,112284,265233,269249,317850,20871,198181
4/11/2016 0:15,8119597,982292,,,,,,,,8119597,,112286,265240,269256,317857,20871,198189
4/12/2016 0:00,8125107,984421,,,,,,,,8125107,,112844,266470,270407,319417,20872,199132
4/12/2016 0:15,8125139,984428,,,,,,,,8125139,,112846,266479,270415,319424,20872,199138
4/13/2016 0:00,8130757,986598,,,,,,,,8130757,,113393,267718,271440,321050,20902,200152
4/13/2016 0:15,8130799,986605,,,,,,,,8130799,,113395,267725,271455,321057,20902,200164
4/14/2016 0:00,8136834,988601,,,,,,,,8136834,,113951,268960,272735,322663,20931,201354
4/14/2016 0:15,8136873,988608,,,,,,,,8136873,,113953,268969,272748,322670,20931,201364
4/15/2016 0:00,8142788,990663,,,,,,,,8142788,,114558,270148,274009,324246,20972,202459
4/15/2016 0:15,8142820,990670,,,,,,,,8142820,,114560,270155,274023,324253,20972,202462
4/16/2016 0:00,8148314,992619,,,,,,,,8148314,,115063,271271,275205,325725,21030,203462
4/16/2016 0:15,8148338,992626,,,,,,,,8148338,,115065,271278,275212,325731,21030,203465
4/17/2016 0:00,8151491,993207,,,,,,,,8151491,,115255,271614,275858,326287,21031,204911
4/17/2016 0:15,8151517,993213,,,,,,,,8151517,,115257,271621,275866,326293,21031,204915
4/18/2016 0:00,8154233,993796,,,,,,,,8154233,,115449,271938,276677,326876,21031,205753
4/18/2016 0:15,8154258,993802,,,,,,,,8154258,,115451,271945,276684,326883,21031,205755
4/19/2016 0:00,8156437,994402,,,,,,,,8156437,,115643,272276,277350,327440,21032,206202
4/19/2016 0:15,8156461,994409,,,,,,,,8156461,,115645,272283,277358,327445,21032,206205
4/20/2016 0:00,8158873,995489,,,,,,,,8158873,,115949,272680,278095,328116,21033,206518
4/20/2016 0:15,8158900,995495,,,,,,,,8158900,,115953,272687,278103,328123,21033,206521
4/21/2016 0:00,8161415,996272,,,,,,,,8161415,,116315,273052,278865,328801,21033,206883
4/21/2016 0:15,8161442,996278,,,,,,,,8161442,,116319,273058,278873,328808,21033,206885
4/22/2016 0:00,8164188,997040,,,,,,,,8164188,,116619,273359,279712,329477,21035,207569
4/22/2016 0:15,8164211,997047,,,,,,,,8164211,,116621,273364,279719,329484,21035,207572
4/23/2016 0:00,8167147,997778,,,,,,,,8167147,,116855,273710,280459,330219,21040,208508
4/23/2016 0:15,8167185,997784,,,,,,,,8167185,,116857,273716,280468,330226,21040,208521
4/24/2016 0:00,8169115,998348,,,,,,,,8169115,,117046,274037,281133,330773,21041,208776
4/24/2016 0:15,8169139,998354,,,,,,,,8169139,,117047,274044,281140,330779,21041,208780
4/25/2016 0:00,8171281,998921,,,,,,,,8171281,,117237,274377,281821,331353,21042,209192
4/25/2016 0:15,8171306,998927,,,,,,,,8171306,,117239,274384,281828,331359,21042,209195
4/26/2016 0:00,8176540,1001014,,,,,,,,8176540,,117781,275542,282916,332912,21111,209898
4/26/2016 0:15,8176565,1001020,,,,,,,,8176565,,117783,275550,282923,332918,21111,209901
4/27/2016 0:00,8182041,1003045,,,,,,,,8182041,,118391,276750,284184,334540,21111,210544
4/27/2016 0:15,8182073,1003052,,,,,,,,8182073,,118393,276759,284197,334547,21111,210547
4/28/2016 0:00,8187648,1005060,,,,,,,,8187648,,118945,277945,285454,336100,21174,211377
4/28/2016 0:15,8187674,1005067,,,,,,,,8187674,,118947,277952,285462,336107,21174,211380
4/29/2016 0:00,8192977,1007068,,,,,,,,8192977,,119532,279070,286630,337627,21231,212097
4/29/2016 0:15,8193005,1007075,,,,,,,,8193005,,119534,279079,286637,337634,21231,212099
4/30/2016 0:00,8198230,1009078,,,,,,,,8198230,,120090,280259,287791,339118,21271,212766
4/30/2016 0:15,8198258,1009085,,,,,,,,8198258,,120093,280268,287799,339124,21272,212769
5/1/2016 0:00,8200682,1009680,,,,,,,,8200682,,120291,280590,288472,339673,21272,213510
5/1/2016 0:15,8200707,1009687,,,,,,,,8200707,,120294,280596,288481,339678,21272,213514
5/2/2016 0:00,8202637,1010271,,,,,,,,8202637,,120496,280942,289138,340243,21273,213726
5/2/2016 0:15,8202662,1010278,,,,,,,,8202662,,120498,280949,289146,340249,21273,213728
5/3/2016 0:00,8208338,1012266,,,,,,,,8208338,,121067,282156,290382,341808,21274,214705
5/3/2016 0:15,8208365,1012273,,,,,,,,8208365,,121070,282165,290390,341814,21274,214708
5/4/2016 0:00,8213604,1014259,,,,,,,,8213604,,121596,283344,291567,343370,21285,215357
5/4/2016 0:15,8213635,1014266,,,,,,,,8213635,,121598,283353,291574,343376,21285,215362
5/5/2016 0:00,8218843,1016283,,,,,,,,8218843,,122155,284478,292754,344920,21289,216020
5/5/2016 0:15,8218869,1016292,,,,,,,,8218869,,122157,284486,292762,344925,21289,216022
5/6/2016 0:00,8224399,1018372,,,,,,,,8224399,,122778,285688,293976,346481,21290,216910
5/6/2016 0:15,8224428,1018379,,,,,,,,8224428,,122780,285697,293984,346488,21290,216914
5/7/2016 0:00,8229422,1020373,,,,,,,,8229422,,123306,286854,295036,347956,21395,217476
5/7/2016 0:15,8229449,1020379,,,,,,,,8229449,,123308,286862,295044,347962,21395,217479
5/8/2016 0:00,8232938,1020960,,,,,,,,8232938,,123540,287257,295822,348581,21395,219015
5/8/2016 0:15,8232971,1020967,,,,,,,,8232971,,123542,287263,295831,348587,21395,219027
5/9/2016 0:00,8234863,1021551,,,,,,,,8234863,,123733,287569,296514,349137,21396,219245
5/9/2016 0:15,8234886,1021557,,,,,,,,8234886,,123735,287575,296522,349142,21396,219247
5/10/2016 0:00,8239901,1023616,,,,,,,,8239901,,124279,288730,297619,350617,21472,219781
5/10/2016 0:15,8239926,1023627,,,,,,,,8239926,,124281,288738,297626,350623,21472,219784
5/11/2016 0:00,8245043,1025704,,,,,,,,8245043,,124825,289873,298749,352118,21606,220320
5/11/2016 0:15,8245069,1025710,,,,,,,,8245069,,124827,289882,298757,352124,21606,220323
5/12/2016 0:00,8250437,1027825,,,,,,,,8250437,,125377,291064,299829,353622,21828,221015
5/12/2016 0:15,8250462,1027835,,,,,,,,8250462,,125380,291072,299836,353628,21828,221018
5/13/2016 0:00,8255819,1030564,,,,,,,,8255819,,125918,292232,300891,355123,22071,221719
5/13/2016 0:15,8255845,1030571,,,,,,,,8255845,,125920,292240,300899,355130,22071,221722
5/14/2016 0:00,8261383,1032965,,,,,,,,8261383,,126414,293407,301914,356444,22332,222856
5/14/2016 0:15,8261413,1032972,,,,,,,,8261413,,126416,293415,301922,356451,22332,222863
5/15/2016 0:00,8264925,1033582,,,,,,,,8264925,,126614,293688,302658,357019,22334,224670
5/15/2016 0:15,8264950,1033589,,,,,,,,8264950,,126616,293694,302665,357025,22334,224673
5/16/2016 0:00,8267272,1034189,,,,,,,,8267272,,126813,294014,303350,357613,22334,225256
5/16/2016 0:15,8267296,1034196,,,,,,,,8267296,,126815,294021,303358,357619,22334,225259
5/17/2016 0:00,8272699,1036256,,,,,,,,8272699,,127354,295076,304491,359133,22376,226218
5/17/2016 0:15,8272724,1036262,,,,,,,,8272724,,127356,295083,304499,359139,22376,226221
5/18/2016 0:00,8278549,1038459,,,,,,,,8278549,,127912,296261,305548,360673,22579,227355
5/18/2016 0:15,8278577,1038466,,,,,,,,8278577,,127914,296269,305556,360680,22579,227360
5/19/2016 0:00,8284425,1040445,,,,,,,,8284425,,128474,297461,306583,362211,22775,228517
5/19/2016 0:15,8284453,1040452,,,,,,,,8284453,,128477,297470,306591,362217,22775,228520
5/20/2016 0:00,8289943,1042502,,,,,,,,8289943,,129094,298702,307647,363767,23000,229225
5/20/2016 0:15,8289975,1042509,,,,,,,,8289975,,129097,298712,307656,363775,23000,229228
5/21/2016 0:00,8295369,1044545,,,,,,,,8295369,,129651,299857,308664,365218,23253,230036
5/21/2016 0:15,8295393,1044552,,,,,,,,8295393,,129653,299865,308671,365224,23253,230039
5/22/2016 0:00,8299217,1045201,,,,,,,,8299217,,129853,300214,309402,365808,23254,232039
