,Andover High,Bancroft,Doherty,High Plain & Wood Hill,Sanborn,Shawsheen,South,West Elementary, West Middle,AHS Main (MSWB),AHU1-4 (PBA),LV Plug Loads (DHB),Dunn Gym & Field House (DG),Kitchen & Emergency (DE/ATS),HV Lighting (DL),Chillers (M1),Collins Center (AMDP)
1/1/2018 0:00,10912377,0,694288,1542085,295828,,421832,,483661,10912377,11411,358790,878501,918348,1006831,94796,691050
1/1/2018 0:15,10912422,0,694299,1542102,295834,,421839,,483668,10912422,11412,358793,878511,918361,1006838,94796,691063
1/2/2018 0:00,10917019,0,695500,1544322,296381,,422491,,484335,10917019,11536,359096,879525,919717,1007511,94796,692335
1/2/2018 0:15,10917060,0,695511,1544338,296387,,422496,,484342,10917060,11537,359098,879536,919730,1007515,94796,692347
1/3/2018 0:00,10924007,0,697614,1549119,297237,,423668,,485683,10924007,11868,359682,881119,921493,1008929,94796,693820
1/3/2018 0:15,10924051,0,697626,1549134,297242,,423673,,485690,10924051,11872,359684,881132,921507,1008935,94796,693826
1/4/2018 0:00,10930902,0,699681,1553847,298062,,424888,,486991,10930902,12241,360259,882719,923226,1010390,94805,695165
1/4/2018 0:15,10930932,0,699692,1553863,298067,,424894,,486998,10930932,12241,360261,882725,923239,1010395,94805,695170
1/5/2018 0:00,10935113,0,700879,1556214,298552,,425487,,487622,10935113,12420,360471,883891,924570,1010917,94820,696064
1/5/2018 0:15,10935151,0,700890,1556229,298557,,425492,,487629,10935151,12422,360473,883903,924584,1010922,94820,696068
1/6/2018 0:00,10939647,0,702092,1558326,299065,,426037,,488285,10939647,12637,360681,885191,925958,1011459,94831,697084
1/6/2018 0:15,10939691,0,702103,1558342,299070,,426042,,488291,10939691,12639,360683,885204,925972,1011464,94831,697091
1/7/2018 0:00,10944219,0,703250,1559905,299589,,426557,,489015,10944219,12647,360897,886050,927336,1011942,94831,698835
1/7/2018 0:15,10944262,0,703262,1559917,299595,,426563,,489022,10944262,12648,360899,886062,927351,1011949,94831,698843
1/8/2018 0:00,10948885,0,704423,1561441,300118,,427077,,489690,10948885,12741,361118,887139,928718,1012573,94831,700231
1/8/2018 0:15,10948926,0,704435,1561455,300123,,427082,,489697,10948926,12742,361120,887150,928733,1012579,94831,700239
1/9/2018 0:00,10955439,0,706518,1565917,300965,,428347,,490970,10955439,12883,361659,888743,930403,1014103,94840,701460
1/9/2018 0:15,10955471,0,706529,1565929,300969,,428353,,490976,10955471,12883,361661,888753,930416,1014109,94840,701463
1/10/2018 0:00,10961483,0,708493,1570634,301761,,429507,,492192,10961483,13004,362208,890275,931976,1015575,94855,702408
1/10/2018 0:15,10961511,0,708504,1570645,301766,,429512,,492199,10961511,13004,362210,890281,931989,1015580,94856,702411
1/11/2018 0:00,10967578,0,710534,1575190,302556,,430698,,,10967578,13126,362807,891677,933612,1016974,94871,703493
1/11/2018 0:15,10967607,0,710545,1575201,302560,,430703,,,10967607,13126,362809,891685,933625,1016979,94871,703495
1/12/2018 0:00,10973112,0,712344,1579810,303291,,431837,,494546,10973112,13242,363376,893082,934954,1018399,94887,704296
1/12/2018 0:15,10973135,0,712349,1579820,303295,,431840,,494550,10973135,13242,363378,893091,934961,1018404,94887,704299
1/13/2018 0:00,10978513,0,713933,1584044,303988,,432943,,495674,10978513,13358,363916,894526,936048,1019815,94915,705191
1/13/2018 0:15,10978536,0,713938,1584053,303991,,432947,,495678,10978536,13358,363918,894532,936054,1019820,94915,705194
1/14/2018 0:00,10981104,0,714680,1585174,304335,,433357,,496226,10981104,13358,364107,895090,937030,1020274,94930,705637
1/14/2018 0:15,10981132,0,714689,1585187,304339,,433362,,496232,10981132,13358,364109,895096,937044,1020279,94930,705640
1/15/2018 0:00,10985145,0,715693,1586567,304778,,433839,,496835,10985145,13362,364295,895678,938368,1020797,94945,707123
1/15/2018 0:15,10985178,0,715704,1586581,304783,,433844,,496841,10985178,13362,364298,895687,938382,1020802,94945,707127
1/16/2018 0:00,10988721,0,716757,1588044,305256,,434375,,497463,10988721,13450,364494,896380,939720,1021271,94947,707995
1/16/2018 0:15,10988756,0,716769,1588056,305261,,434381,,497469,10988756,13451,364496,896389,939734,1021276,94947,708001
1/17/2018 0:00,10995039,0,718755,1592694,306066,,435554,,498711,10995039,13592,365054,897818,941404,1022796,94956,709126
1/17/2018 0:15,10995070,0,718766,1592706,306070,,435559,,498717,10995070,13592,365056,897826,941417,1022803,94956,709129
1/18/2018 0:00,10998676,0,719925,1594717,306491,,436164,,499333,10998676,13687,365251,898683,942671,1023357,94972,709880
1/18/2018 0:15,10998711,0,719935,1594729,306495,,436169,,499339,10998711,13688,365253,898695,942684,1023362,94972,709883
1/19/2018 0:00,11004886,0,721944,1599325,307286,,437320,,500599,11004886,13845,365850,900108,944414,1024787,94987,710889
1/19/2018 0:15,11004915,0,721954,1599337,307291,,437325,,500606,11004915,13845,365852,900114,944427,1024792,94988,710893
1/20/2018 0:00,11010713,0,723895,1603846,308079,,438442,,501806,11010713,13959,366382,901444,946076,1026192,95003,711809
1/20/2018 0:15,11010745,0,723906,1603858,308083,,438447,,501812,11010745,13959,366384,901454,946088,1026197,95003,711812
1/21/2018 0:00,11013564,0,724648,1605063,308440,,438865,,502396,11013564,13959,366575,902056,947023,1026657,95019,712503
1/21/2018 0:15,11013595,0,724659,1605073,308444,,438870,,502401,11013595,13959,366577,902063,947035,1026662,95019,712508
1/22/2018 0:00,11016492,0,725388,1606254,308807,,439297,,502903,11016492,13959,366770,902560,947979,1027161,95034,713331
1/22/2018 0:15,11016521,0,725399,1606269,308811,,439302,,502909,11016521,13959,366772,902567,947991,1027166,95034,713335
1/23/2018 0:00,11022312,0,727430,1610934,309618,,440499,,504156,11022312,14082,367315,903701,949564,1028630,95050,714423
1/23/2018 0:15,11022343,0,727440,1610945,309622,,440504,,504162,11022343,14082,367317,903710,949576,1028635,95050,714426
1/24/2018 0:00,11027955,0,729323,1615651,310409,,441711,,505374,11027955,14183,367889,904949,951171,1030019,95065,715285
1/24/2018 0:15,11027984,0,729332,1615663,310414,,441716,,505380,11027984,14183,367891,904956,951182,1030024,95065,715288
1/25/2018 0:00,11033612,0,731262,1620285,311179,,442949,,,11033612,14287,368445,906196,952791,1031352,95081,716216
1/25/2018 0:15,11033646,0,731272,1620296,311184,,442954,,,11033646,14287,368447,906206,952805,1031357,95081,716219
1/26/2018 0:00,11038902,0,733259,1625013,312005,,444152,,507891,11038902,14404,368950,907492,954198,1032558,95093,717101
1/26/2018 0:15,11038932,0,733270,1625025,312010,,444156,,507898,11038932,14404,368952,907501,954211,1032562,95093,717103
1/27/2018 0:00,11044925,0,735388,1629449,312798,,445376,,509174,11044925,14562,369487,908916,955894,1033907,95108,718108
1/27/2018 0:15,11044956,0,735399,1629460,312802,,445381,,509180,11044956,14562,369489,908924,955907,1033912,95108,718110
1/28/2018 0:00,11048483,0,736606,1630580,313149,,445764,,509773,11048483,14562,369891,909801,957119,1034558,95124,718588
1/28/2018 0:15,11048512,0,736615,1630590,313152,,445767,,509778,11048512,14562,369896,909805,957127,1034563,95124,718593
1/29/2018 0:00,11052481,0,737140,1631733,313465,,446156,,510318,11052481,14562,370316,910543,958310,1035258,95139,719615
1/29/2018 0:15,11052508,0,737146,1631744,313468,,446162,,510326,11052508,14562,370318,910548,958322,1035263,95140,719618
1/30/2018 0:00,11058437,0,739034,1636297,314274,,447441,,511604,11058437,14730,370793,911707,959871,1036658,95155,720941
1/30/2018 0:15,11058468,0,739045,1636308,314278,,447448,,511611,11058468,14730,370795,911712,959885,1036664,95155,720946
1/31/2018 0:00,11064297,0,741036,1640992,315083,,448723,,512882,11064297,14842,371315,913087,961566,1038136,95169,721758
1/31/2018 0:15,11064329,0,741047,1641004,315087,,448728,,512888,11064329,14842,371317,913096,961580,1038141,95169,721760
2/1/2018 0:00,11070155,0,742998,1645483,315907,,449975,,514167,11070155,14953,371890,914278,963261,1039546,95184,722778
2/1/2018 0:15,11070183,0,743008,1645495,315911,,449980,,514174,11070183,14953,371892,914283,963274,1039551,95184,722781
2/2/2018 0:00,11075725,0,744727,1649893,316690,,451154,,515393,11075725,15103,372473,915507,964707,1041028,95200,723589
2/2/2018 0:15,11075745,0,744733,1649902,316693,,451157,,515397,11075745,15103,372475,915511,964714,1041034,95200,723592
2/3/2018 0:00,11081519,0,746432,1653974,317410,,452167,,516541,11081519,15262,372948,916702,966301,1042275,95214,724852
2/3/2018 0:15,11081550,0,746442,1653987,317414,,452172,,516547,11081550,15262,372950,916710,966315,1042280,95214,724856
2/4/2018 0:00,11085650,0,747507,1655231,317834,,452648,,517263,11085650,15262,373148,917482,967687,1042793,95221,726209
2/4/2018 0:15,11085683,0,747519,1655244,317838,,452654,,517270,11085683,15262,373150,917492,967702,1042798,95222,726212
2/5/2018 0:00,11089292,0,748334,1656380,318215,,453091,,517983,11089292,15262,373354,918346,968625,1043311,95237,727410
2/5/2018 0:15,11089318,0,748340,1656391,318218,,453095,,517995,11089318,15262,373357,918356,968633,1043316,95237,727413
2/6/2018 0:00,11095254,0,750148,1660737,318995,,454344,,519357,11095254,15431,373922,919823,970154,1044754,95252,728330
2/6/2018 0:15,11095283,0,750158,1660750,318999,,454349,,519363,11095283,15431,373924,919828,970168,1044760,95253,728333
2/7/2018 0:00,11101309,0,752099,1665330,319808,,455580,,520562,11101309,15544,374479,921170,971841,1046223,95268,729361
2/7/2018 0:15,11101337,0,752110,1665341,319811,,455585,,520569,11101337,15544,374481,921176,971854,1046228,95268,729364
2/8/2018 0:00,11106435,0,753790,1668962,320483,,456539,,521677,11106435,15655,374977,922375,973406,1047356,95283,730108
2/8/2018 0:15,11106464,0,753800,1668974,320487,,456544,,521683,11106464,15655,374979,922384,973418,1047361,95284,730111
2/9/2018 0:00,11112779,0,755724,1673507,321250,,457691,,522955,11112779,15817,375543,923673,975106,1048888,95299,731349
2/9/2018 0:15,11112814,0,755734,1673518,321254,,457696,,522962,11112814,15817,375545,923679,975120,1048894,95299,731358
2/10/2018 0:00,11119329,0,757680,1678077,322011,,458891,,524260,11119329,15991,376075,924974,976734,1050267,95314,733038
2/10/2018 0:15,11119360,0,757690,1678089,322015,,458896,,524266,11119360,15991,376077,924981,976746,1050273,95315,733043
2/11/2018 0:00,11123313,0,758415,1679532,322323,,459277,,524897,11123313,15991,376289,925394,977731,1050905,95329,734834
2/11/2018 0:15,11123337,0,758421,1679542,322326,,459281,,524902,11123337,15991,376291,925399,977739,1050910,95329,734839
2/12/2018 0:00,11127213,0,759016,1680712,322658,,459690,,525661,11127213,15991,376477,925855,978553,1051530,95343,736712
2/12/2018 0:15,11127242,0,759023,1680727,322662,,459693,,525673,11127242,15991,376479,925863,978562,1051536,95343,736718
2/13/2018 0:00,11132914,0,760789,1685407,323485,,460868,,526949,11132914,16198,377060,927381,979966,1052973,95345,737388
2/13/2018 0:15,11132944,0,760799,1685418,323489,,460873,,526955,11132944,16198,377063,927389,979979,1052979,95345,737391
2/14/2018 0:00,11138767,0,762680,1690276,324272,,462126,,528223,11138767,16394,377625,928695,981575,1054445,95345,738245
2/14/2018 0:15,11138795,0,762690,1690288,324276,,462133,,528228,11138795,16394,377627,928701,981587,1054451,95345,738247
2/15/2018 0:00,11144345,0,764459,1695085,325016,,463364,,529453,11144345,16595,378189,929992,983009,1055935,95345,738982
2/15/2018 0:15,11144372,0,764468,1695094,325019,,463369,,529458,11144372,16595,378192,929997,983022,1055940,95345,738985
2/16/2018 0:00,11149559,0,766188,1699620,325753,,464505,,530593,11149559,16805,378751,931176,984296,1057359,95346,739666
2/16/2018 0:15,11149580,0,766193,1699629,325757,,464508,,530597,11149580,16805,378753,931180,984303,1057364,95346,739669
2/17/2018 0:00,11154776,0,767763,1704084,326459,,465621,,531694,11154776,17021,379292,932472,985518,1058737,95346,740363
2/17/2018 0:15,11154803,0,767773,1704095,326463,,465626,,531699,11154803,17021,379294,932479,985530,1058741,95346,740366
2/18/2018 0:00,11157516,0,768732,1705178,326824,,466031,,532305,11157516,17021,379488,932913,986634,1059180,95346,740988
2/18/2018 0:15,11157544,0,768742,1705191,326828,,466036,,532310,11157544,17021,379490,932918,986647,1059185,95346,740993
2/19/2018 0:00,11160316,0,769579,1706324,327191,,466420,,,11160316,17021,379687,933508,987668,1059668,95347,741557
2/19/2018 0:15,11160350,0,769590,1706338,327196,,466425,,,11160350,17021,379689,933520,987682,1059673,95347,741560
2/20/2018 0:00,11162421,0,770310,1707572,327549,,466815,,533317,11162421,17021,379869,934032,988360,1060033,95347,741960
2/20/2018 0:15,11162443,0,770316,1707582,327552,,466820,,533324,11162443,17021,379872,934039,988366,1060038,95347,741963
2/21/2018 0:00,11164956,0,770984,1709069,327878,,467380,,534104,11164956,17021,380222,934453,989050,1060640,95347,742496
2/21/2018 0:15,11164977,0,770990,1709077,327881,,467385,,534112,11164977,17021,380225,934457,989057,1060644,95347,742498
2/22/2018 0:00,11167403,0,771685,1710578,328209,,468040,,534792,11167403,17021,380496,934787,989864,1061281,95347,742947
2/22/2018 0:15,11167421,0,771691,1710587,328213,,468046,,534796,11167421,17021,380498,934789,989871,1061285,95347,742949
2/23/2018 0:00,11169825,0,772424,1712079,328569,,468771,,535382,11169825,17021,380739,935080,990821,1061808,95348,743420
2/23/2018 0:15,11169850,0,772435,1712091,328573,,468778,,535389,11169850,17021,380742,935083,990834,1061813,95348,743423
2/24/2018 0:00,11172424,0,773207,1713556,328960,,469361,,536084,11172424,17023,381002,935486,991762,1062333,95348,743961
2/24/2018 0:15,11172446,0,773213,1713565,328963,,469365,,536095,11172446,17023,381004,935490,991769,1062337,95348,743965
2/25/2018 0:00,11174670,0,773754,1714545,329303,,469798,,536816,11174670,17023,381201,936063,992440,1062753,95348,744399
2/25/2018 0:15,11174707,0,773760,1714555,329307,,469804,,536821,11174707,17023,381203,936073,992455,1062758,95348,744405
2/26/2018 0:00,11177724,0,774453,1715562,329706,,470237,,537762,11177724,17023,381406,936828,993187,1063313,95349,745261
2/26/2018 0:15,11177750,0,774459,1715573,329710,,470242,,537773,11177750,17023,381408,936837,993194,1063318,95349,745264
2/27/2018 0:00,11183521,0,776052,1719749,330463,,471498,,539069,11183521,17228,381927,938331,994398,1064741,95349,746337
2/27/2018 0:15,11183541,0,776057,1719758,330466,,471501,,539074,11183541,17228,381929,938335,994405,1064746,95349,746340
2/28/2018 0:00,11188850,0,777698,1723959,331187,,472680,,540238,11188850,17442,382486,939456,995748,1066138,95349,747162
2/28/2018 0:15,11188868,0,777704,1723969,331190,,472685,,540243,11188868,17442,382488,939458,995755,1066143,95349,747164
3/1/2018 0:00,11194133,0,779307,1728128,331942,,473818,,541352,11194133,17639,383063,940541,996848,1067596,95350,748155
3/1/2018 0:15,11194151,0,779313,1728137,331945,,473821,,541357,11194151,17639,383065,940543,996855,1067602,95350,748157
3/2/2018 0:00,11199207,0,780967,1732400,332646,,474949,,542475,11199207,17831,383637,941567,997940,1069059,95351,749003
3/2/2018 0:15,11199225,0,780973,1732410,332649,,474952,,542480,11199225,17831,383639,941569,997948,1069065,95351,749005
3/3/2018 0:00,11204790,0,782577,1736453,333411,,476036,,543650,11204790,18038,384215,942804,999195,1070472,95351,750031
3/3/2018 0:15,11204812,0,782582,1736463,333415,,476039,,543656,11204812,18038,384217,942810,999203,1070477,95351,750034
3/4/2018 0:00,11207822,0,783121,1737385,333759,,476368,,544255,11207822,18038,384404,943052,1000090,1071134,95351,751147
3/4/2018 0:15,11207844,0,783127,1737396,333763,,476373,,544260,11207844,18038,384407,943054,1000100,1071140,95351,751151
3/5/2018 0:00,11210197,0,783731,1738534,334113,,476798,,545055,11210197,18038,384614,943333,1001047,1071660,95351,751621
3/5/2018 0:15,11210218,0,783739,1738547,334118,,476804,,545066,11210218,18038,384616,943335,1001058,1071665,95351,751623
3/6/2018 0:00,11215675,0,785537,1743056,334883,,478042,,546301,11215675,18245,385144,944539,1002511,1073059,95352,752440
3/6/2018 0:15,11215701,0,785548,1743068,334887,,478047,,546309,11215701,18245,385146,944543,1002524,1073064,95352,752443
3/7/2018 0:00,11221232,0,787295,1747824,335633,,479240,,547508,11221232,18451,385727,945724,1003882,1074556,95352,753298
3/7/2018 0:15,11221260,0,787302,1747835,335637,,479245,,547513,11221260,18451,385729,945725,1003899,1074561,95352,753301
3/8/2018 0:00,11226491,0,789160,1752155,336382,,480438,,548717,11226491,0,0,0,0,0,0,0
3/8/2018 0:15,11226491,0,789171,1752168,336387,,480443,,548717,11226491,0,0,0,0,0,0,0
3/9/2018 0:00,11226491,0,789189,1754807,336399,,480974,,548717,11226491,0,0,0,0,0,0,0
3/9/2018 0:15,11226491,0,789189,1754818,336399,,480979,,548717,11226491,0,0,0,0,0,0,0
3/10/2018 0:00,11226491,0,789457,1756806,336521,,481544,,549061,11226491,0,0,0,0,0,0,0
3/10/2018 0:15,11226491,0,789469,1756818,336526,,481549,,549065,11226491,0,0,0,0,0,0,0
3/11/2018 0:00,11227357,0,790366,1757659,336914,,481972,,549729,11227357,18657,386308,946901,1005651,1076052,95352,754359
3/11/2018 0:15,11227388,0,790377,1757675,336918,,481977,,549735,11227388,18657,386310,946907,1005664,1076057,95352,754366
3/12/2018 0:00,11229890,0,791177,1758910,337256,,482372,,550271,11229890,18657,386517,947295,1006606,1076493,95352,754972
3/12/2018 0:15,11229917,0,791189,1758923,337260,,482377,,550278,11229917,18657,386519,947298,1006621,1076497,95352,754975
3/13/2018 0:00,11235602,0,792848,1763169,338043,,483584,,551473,11235602,18873,387017,948561,1007947,1077914,95353,756081
3/13/2018 0:15,11235622,0,792854,1763177,338047,,483588,,551479,11235622,18873,387019,948565,1007955,1077919,95353,756083
3/14/2018 0:00,11238576,0,793937,1764795,338456,,484099,,552133,11238576,18873,387222,949007,1009133,1078418,95353,756801
3/14/2018 0:15,11238604,0,793948,1764807,338460,,484104,,552140,11238604,18873,387224,949013,1009147,1078423,95353,756804
3/15/2018 0:00,11242276,0,794966,1766731,338875,,484584,,552796,11242276,19115,387431,949943,1010193,1079005,95353,757578
3/15/2018 0:15,11242311,0,794977,1766745,338879,,484589,,552803,11242311,19118,387433,949952,1010207,1079011,95353,757581
3/16/2018 0:00,11248073,0,796714,1771177,339658,,485720,,554051,11248073,19365,387967,951225,1011552,1080438,95353,758664
3/16/2018 0:15,11248098,0,796725,1771188,339663,,485724,,554057,11248098,19365,387970,951228,1011565,1080443,95353,758666
3/17/2018 0:00,11254010,0,798419,1775294,340398,,486790,,555277,11254010,19570,388470,952338,1012981,1081672,95354,760266
3/17/2018 0:15,11254053,0,798428,1775305,340402,,486795,,555285,11254053,19570,388472,952340,1012995,1081677,95354,760284
3/18/2018 0:00,11258391,0,799353,1776393,340796,,487239,,555924,11258391,19570,388675,952691,1014260,1082228,95354,762356
3/18/2018 0:15,11258427,0,799364,1776405,340801,,487244,,555930,11258427,19570,388677,952699,1014277,1082233,95354,762362
3/19/2018 0:00,11263180,0,800403,1777685,341222,,487714,,556630,11263180,19570,388885,953254,1015718,1082864,95354,764395
3/19/2018 0:15,11263209,0,800414,1777698,341227,,487719,,556636,11263209,19570,388887,953257,1015734,1082871,95354,764398
3/20/2018 0:00,11268770,0,802268,1782459,342115,,488899,,557893,11268770,19689,389462,954523,1017263,1084274,95354,765210
3/20/2018 0:15,11268798,0,802278,1782470,342119,,488904,,557899,11268798,19689,389465,954528,1017276,1084278,95354,765213
3/21/2018 0:00,11274540,0,804064,1787161,342882,,490038,,559145,11274540,19809,390003,955771,1018698,1085625,95354,766423
3/21/2018 0:15,11274565,0,804075,1787178,342886,,490043,,559150,11274565,19809,390005,955774,1018712,1085630,95354,766426
3/22/2018 0:00,11280139,0,805733,1791793,343663,,491241,,560382,11280139,19975,390589,956917,1020029,1087067,95354,767489
3/22/2018 0:15,11280160,0,805738,1791803,343668,,491245,,560388,11280160,19975,390592,956922,1020037,1087072,95354,767491
3/23/2018 0:00,11285619,0,807340,1796225,344419,,492417,,561542,11285619,20185,391104,958125,1021232,1088484,95355,768553
3/23/2018 0:15,11285638,0,807345,1796234,344423,,492422,,561547,11285638,20185,391106,958127,1021240,1088489,95355,768555
3/24/2018 0:00,11291360,0,808962,1800419,345156,,493658,,562691,11291360,20388,391645,959241,1022573,1089983,95355,769740
3/24/2018 0:15,11291384,0,808968,1800427,345159,,493663,,562696,11291384,20388,391647,959246,1022581,1089989,95355,769744
3/25/2018 0:00,11296549,0,809683,1801541,345483,,494044,,563259,11296549,20553,392249,959789,1023728,1091285,95355,771283
3/25/2018 0:15,11296605,0,809695,1801553,345487,,494048,,563264,11296605,20554,392256,959794,1023747,1091300,95355,771294
3/26/2018 0:00,11299072,0,810697,1802781,345834,,494467,,563815,11299072,20554,392459,960111,1024793,1091852,95356,771719
3/26/2018 0:15,11299096,0,810708,1802795,345838,,494472,,563822,11299096,20554,392461,960115,1024806,1091857,95356,771722
3/27/2018 0:00,11304766,0,812463,1807033,346595,,495605,,564993,11304766,20762,393032,961401,1026195,1093279,95356,772659
3/27/2018 0:15,11304792,0,812474,1807049,346599,,495609,,564999,11304792,20762,393034,961404,1026208,1093285,95356,772661
3/28/2018 0:00,11310256,0,814177,1811299,347338,,496753,,566135,11310256,20911,393555,962630,1027475,1094680,95356,773694
3/28/2018 0:15,11310280,0,814181,1811308,347341,,496757,,566139,11310280,20911,393558,962638,1027482,1094685,95356,773696
3/29/2018 0:00,11315568,0,815685,1815487,348066,,497904,,567307,11315568,21112,394101,963909,1028571,1096089,95357,774593
3/29/2018 0:15,11315589,0,815690,1815495,348070,,497909,,567310,11315589,21112,394103,963912,1028580,1096094,95357,774596
3/30/2018 0:00,11320534,0,817352,1819956,348780,,499061,,568423,11320534,21309,394629,965011,1029748,1097526,95358,775236
3/30/2018 0:15,11320553,0,817356,1819964,348783,,499064,,568426,11320553,21309,394631,965013,1029755,1097531,95358,775239
3/31/2018 0:00,11324984,0,818778,1823083,349378,,499953,,569401,11324984,21493,395100,966086,1030754,1098732,95358,775848
3/31/2018 0:15,11325004,0,818783,1823091,349382,,499957,,569405,11325004,21493,395103,966090,1030761,1098737,95358,775851
4/1/2018 0:00,11327173,0,819377,1823849,349677,,500278,,570013,11327173,21493,395291,966437,1031452,1099232,95358,776354
4/1/2018 0:15,11327194,0,819382,1823858,349680,,500282,,570019,11327194,21493,395293,966440,1031460,1099237,95358,776357
4/2/2018 0:00,11329217,0,819872,1824628,349972,,500601,,570584,11329217,21493,395481,966605,1032148,1099767,95359,776862
4/2/2018 0:15,11329247,0,819877,1824638,349975,,500606,,570590,11329247,21493,395483,966608,1032167,1099773,95359,776864
4/3/2018 0:00,11334616,0,821754,1828974,350700,,501805,,571804,11334616,21699,396014,967738,1033572,1101222,95359,777645
4/3/2018 0:15,11334643,0,821765,1828986,350703,,501810,,571811,11334643,21699,396016,967742,1033586,1101228,95359,777647
4/4/2018 0:00,11340136,0,823573,1833272,351442,,502925,,572996,11340136,21908,396572,968935,1034865,1102707,95359,778554
4/4/2018 0:15,11340156,0,823578,1833280,351445,,502929,,573001,11340156,21908,396574,968937,1034872,1102713,95359,778558
4/5/2018 0:00,11345474,0,825209,1837495,352158,,504075,,574226,11345474,22120,397115,970007,1035995,1104192,95360,779578
4/5/2018 0:15,11345499,0,825214,1837504,352161,,504078,,574230,11345499,22120,397117,970010,1036005,1104199,95360,779582
4/6/2018 0:00,11350905,0,827011,1841413,352889,,505261,,575396,11350905,22334,397683,971162,1037257,1105610,95360,780523
4/6/2018 0:15,11350929,0,827021,1841423,352893,,505266,,575402,11350929,22334,397685,971165,1037268,1105616,95360,780525
4/7/2018 0:00,11356331,0,829035,1845555,353612,,506337,,576641,11356331,22549,398205,972278,1038506,1107042,95360,781542
4/7/2018 0:15,11356352,0,829039,1845565,353616,,506340,,576647,11356352,22549,398207,972283,1038514,1107047,95360,781545
4/8/2018 0:00,11358896,0,829884,1846478,353905,,506680,,577159,11358896,22549,398384,972573,1039332,1107584,95360,782334
4/8/2018 0:15,11358922,0,829889,1846489,353908,,506685,,577165,11358922,22549,398386,972576,1039345,1107589,95360,782336
4/9/2018 0:00,11361549,0,831098,1847553,354223,,507069,,577725,11361549,22549,398563,972937,1040213,1108102,95361,783117
4/9/2018 0:15,11361571,0,831108,1847566,354227,,507073,,577731,11361571,22549,398565,972940,1040225,1108107,95361,783119
4/10/2018 0:00,11366656,0,832817,1851722,354974,,508204,,578917,11366656,22746,399074,974154,1041463,1109519,95361,783756
4/10/2018 0:15,11366680,0,832828,1851731,354977,,508207,,578921,11366680,22746,399076,974159,1041474,1109525,95361,783758
4/11/2018 0:00,11371850,0,834436,1856233,355707,,509358,,580090,11371850,22953,399604,975311,1042666,1111031,95361,784468
4/11/2018 0:15,11371874,0,834446,1856245,355710,,509363,,580096,11371874,22953,399606,975314,1042677,1111036,95361,784470
4/12/2018 0:00,11377134,0,836084,1860328,356417,,510490,,581286,11377134,23158,400155,976500,1043832,1112505,95362,785291
4/12/2018 0:15,11377155,0,836088,1860337,356420,,510493,,581291,11377155,23158,400157,976504,1043839,1112510,95362,785293
4/13/2018 0:00,11382270,0,837531,1864540,357105,,511552,,582394,11382270,23365,400748,977620,1044948,1113916,95362,786099
4/13/2018 0:15,11382289,0,837536,1864548,357108,,511555,,582397,11382289,23365,400750,977622,1044956,1113920,95362,786102
4/14/2018 0:00,11387186,0,838925,1868635,357781,,512533,,583433,11387186,23565,401282,978766,1045940,1115254,95385,786897
4/14/2018 0:15,11387204,0,838930,1868643,357784,,512536,,583437,11387204,23565,401284,978768,1045948,1115258,95385,786899
4/15/2018 0:00,11389911,0,839396,1869453,358071,,512848,,583778,11389911,23565,401479,978968,1046653,1115759,95385,788070
4/15/2018 0:15,11389930,0,839401,1869461,358074,,512852,,,11389930,23565,401481,978970,1046660,1115764,95385,788074
4/16/2018 0:00,11391683,0,840323,1870591,358439,,513245,,584337,11391683,23565,401643,979198,1047368,1116138,95385,788405
4/16/2018 0:15,11391706,0,840333,1870604,358443,,513248,,584342,11391706,23565,401646,979201,1047378,1116142,95385,788408
4/17/2018 0:00,11393753,0,840993,1871933,358774,,513662,,584943,11393753,23565,401869,979562,1048137,1116549,95386,788766
4/17/2018 0:15,11393771,0,840998,1871942,358777,,513666,,584951,11393771,23565,401871,979564,1048144,1116554,95386,788768
4/18/2018 0:00,11396059,0,841915,1873422,359179,,514246,,585617,11396059,23565,402220,979916,1048870,1117132,95386,789113
4/18/2018 0:15,11396077,0,841925,1873431,359182,,514251,,585622,11396077,23565,402222,979918,1048877,1117137,95386,789115
4/19/2018 0:00,11398387,0,842650,1874797,359593,,514769,,586208,11398387,23565,402454,980167,1049615,1117708,95387,789698
4/19/2018 0:15,11398406,0,842655,1874805,359597,,514772,,586212,11398406,23565,402457,980170,1049623,1117713,95387,789700
4/20/2018 0:00,11400992,0,843225,1876077,360008,,515299,,586750,11400992,23565,402724,980452,1050335,1118319,95387,790486
4/20/2018 0:15,11401011,0,843231,1876086,360011,,515304,,586756,11401011,23565,402726,980455,1050342,1118323,95387,790488
4/21/2018 0:00,11403132,0,843830,1877362,360406,,515881,,587470,11403132,23565,402992,980720,1051068,1118888,95387,790847
4/21/2018 0:15,11403150,0,843836,1877371,360409,,515884,,587476,11403150,23565,402995,980722,1051075,1118893,95387,790849
4/22/2018 0:00,11405027,0,844372,1878211,360695,,516210,,588242,11405027,23565,403223,980905,1051825,1119341,95388,791174
4/22/2018 0:15,11405047,0,844378,1878220,360698,,516213,,588248,11405047,23565,403225,980906,1051832,1119346,95388,791179
4/23/2018 0:00,11406970,0,844926,1879044,360982,,516543,,588763,11406970,23565,403462,981059,1052547,1119820,95388,791579
4/23/2018 0:15,11406989,0,844931,1879054,360985,,516547,,588769,11406989,23565,403465,981061,1052554,1119824,95388,791581
